Store,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment
10,1683401.78,59.85,3.443,130.1575161,7.545
10,1711562.73,51.0,3.477,130.244,7.545
10,1675562.94,54.51,3.66,130.2792258,7.545
10,1632406.0,53.59,3.675,130.3144516,7.545
10,1867403.01,56.85,3.543,130.3496774,7.545
10,2218595.8,55.73,3.722,130.3849032,7.545
10,2168709.76,54.12,3.781,130.4546207,7.545
10,2039415.74,56.02,3.95,130.5502069,7.545
10,1990371.02,57.62,3.882,130.6457931,7.545
10,1917483.1,57.65,3.963,130.7413793,7.545
10,1930814.66,62.11,4.273,130.8261935,7.545
10,1837457.69,56.54,4.288,130.8966452,7.545
10,1815760.42,67.92,4.294,130.9670968,7.545
10,2163384.17,65.99,4.282,131.0375484,7.382
10,1974687.51,70.28,4.254,131.108,7.382
10,1777166.53,67.75,4.111,131.1173333,7.382
10,1712987.56,80.11,4.088,131.1266667,7.382
10,1821364.42,77.02,4.058,131.136,7.382
10,1792345.3,76.03,4.186,131.1453333,7.382
10,1795152.73,85.19,4.308,131.0983226,7.382
10,1830939.1,86.03,4.127,131.0287742,7.382
10,1767471.48,80.06,4.277,130.9592258,7.382
10,1840491.41,86.87,4.103,130.8896774,7.382
10,1811562.88,88.58,4.144,130.8295333,7.382
10,1755334.18,89.92,4.014,130.7929,7.382
10,1707481.9,91.36,3.875,130.7562667,7.382
10,1805999.79,86.87,3.666,130.7196333,7.17
10,1765571.91,89.8,3.723,130.683,7.17
10,1869967.03,84.45,3.589,130.7012903,7.17
10,1817603.66,83.98,3.769,130.7195806,7.17
10,1939440.09,84.76,3.595,130.737871,7.17
10,1880436.94,90.78,3.811,130.7561613,7.17
10,1827797.4,88.83,4.002,130.7909677,7.17
10,1764984.15,82.5,4.055,130.8381613,7.17
10,1650285.54,86.97,3.886,130.8853548,7.17
10,1708283.28,83.07,4.124,130.9325484,7.17
10,1640168.99,78.47,3.966,130.9776667,7.17
10,1671857.57,81.93,4.125,131.0103333,7.17
10,1694862.41,82.52,3.966,131.043,7.17
10,1758971.38,80.88,4.132,131.0756667,6.943
10,1713889.11,76.03,4.468,131.1083333,6.943
10,1734834.82,72.71,4.449,131.1499677,6.943
10,1744349.05,70.5,4.301,131.1930968,6.943
11,1528008.64,46.04,2.572,214.4248812,7.368
11,1574684.08,48.01,2.548,214.5747916,7.368
11,1503298.7,48.3,2.514,214.6198868,7.368
11,1336404.65,52.79,2.561,214.6475127,7.368
11,1426622.65,53.96,2.625,214.6751386,7.368
11,1331883.16,64.1,2.667,214.7027646,7.368
11,1364207.0,61.51,2.72,214.5301219,7.368
11,1245624.27,58.09,2.732,214.3241011,7.368
11,1446210.26,66.16,2.719,214.1180803,7.343
11,1470308.32,69.57,2.77,213.9120595,7.343
11,1323243.35,67.81,2.808,213.7726889,7.343
11,1283766.55,68.37,2.795,213.7221852,7.343
11,1239766.89,71.13,2.78,213.6716815,7.343
11,1312329.78,75.57,2.835,213.6211778,7.343
11,1266796.13,77.64,2.854,213.6196139,7.343
11,1271646.62,76.97,2.826,213.9116886,7.343
11,1264272.52,79.69,2.759,214.2037634,7.343
11,1396322.19,79.66,2.705,214.4958382,7.343
11,1339570.85,82.81,2.668,214.787913,7.343
11,1336522.92,84.13,2.637,214.7858259,7.343
11,1262025.08,84.5,2.653,214.6660741,7.343
11,1302600.14,83.09,2.669,214.5463222,7.346
11,1280156.47,83.01,2.642,214.4265704,7.346
11,1290609.54,84.9,2.623,214.4176476,7.346
11,1244390.03,84.57,2.608,214.5564968,7.346
11,1250178.89,83.26,2.64,214.695346,7.346
11,1369634.92,86.54,2.627,214.8341952,7.346
11,1384339.1,87.73,2.692,214.9730444,7.346
11,1430192.37,88.93,2.664,214.9314191,7.346
11,1311263.07,87.7,2.619,214.8897938,7.346
11,1303914.27,84.94,2.577,214.8481685,7.346
11,1231428.46,81.93,2.565,214.8065431,7.346
11,1215676.31,83.04,2.582,214.8322484,7.346
11,1170103.25,77.36,2.624,214.9084516,7.346
11,1182490.46,75.11,2.603,214.9846548,7.564
11,1293472.8,68.71,2.633,215.060858,7.564
11,1175003.67,71.46,2.72,215.1293114,7.564
11,1169831.38,72.6,2.725,215.17839,7.564
11,1195036.0,74.21,2.716,215.2274686,7.564
11,1332759.13,64.41,2.689,215.2765472,7.564
11,1281675.6,63.74,2.728,215.3256258,7.564
11,1292346.57,58.63,2.771,215.2074519,7.564
11,1757242.51,69.9,2.735,215.0614025,7.564
11,1380522.64,55.9,2.708,214.9153531,7.564
11,1564516.43,53.33,2.843,214.7693037,7.564
11,1843971.15,54.63,2.869,214.704919,7.564
11,2306265.36,59.33,2.886,214.7017828,7.564
11,1172003.1,55.03,2.943,214.6986466,7.564
11,1178905.44,54.43,2.976,214.6955104,7.551
11,1194449.78,45.34,2.983,214.7470729,7.551
11,1187776.19,51.51,3.016,215.1268275,7.551
11,1100418.69,51.04,3.01,215.5065821,7.551
11,1422546.05,47.17,2.989,215.8863367,7.551
11,1419236.9,44.61,3.022,216.2660913,7.551
11,1554747.15,61.5,3.045,216.5843571,7.551
11,1323999.36,68.74,3.065,216.8780275,7.551
11,1399456.99,66.5,3.288,217.1716979,7.551
11,1314557.31,63.29,3.459,217.4653683,7.551
11,1391813.69,70.17,3.488,217.7235226,7.551
11,1229777.24,73.74,3.473,217.9674705,7.551
11,1258674.12,69.1,3.524,218.2114184,7.574
11,1327401.06,73.57,3.622,218.4553663,7.574
11,1312905.8,76.64,3.743,218.6788642,7.574
11,1388118.53,78.31,3.807,218.851237,7.574
11,1357589.89,79.97,3.81,219.0236099,7.574
11,1331453.41,71.39,3.906,219.1959827,7.574
11,1277959.42,80.93,3.899,219.3683556,7.574
11,1239466.97,76.97,3.907,219.127216,7.574
11,1216876.52,85.61,3.786,218.8860765,7.574
11,1343637.0,86.14,3.699,218.6449369,7.574
11,1314626.75,85.79,3.648,218.4037974,7.574
11,1337506.74,87.9,3.637,218.3551748,7.574
11,1254587.84,86.13,3.594,218.45094,7.574
11,1297472.06,86.43,3.524,218.5467052,7.567
11,1334627.96,87.17,3.48,218.6424704,7.567
11,1266546.73,88.3,3.575,218.7275216,7.567
11,1290576.44,87.8,3.651,218.7857881,7.567
11,1212938.67,89.46,3.682,218.8440545,7.567
11,1403198.94,90.04,3.684,218.9023209,7.567
11,1354188.43,90.3,3.638,218.9605873,7.567
11,1484169.74,89.51,3.554,219.023271,7.567
11,1304706.75,89.09,3.523,219.0866908,7.567
11,1297792.41,91.44,3.533,219.1501106,7.567
11,1249439.95,84.91,3.546,219.2135305,7.567
11,1270816.01,85.11,3.526,219.3972867,7.567
11,1235775.15,82.14,3.467,219.7414914,7.567
11,1190515.83,84.4,3.355,220.085696,7.567
11,1346271.06,76.97,3.285,220.4299007,7.197
11,1286388.96,75.56,3.274,220.7486167,7.197
11,1325107.53,70.91,3.353,220.9144005,7.197
11,1310684.1,72.66,3.372,221.0801842,7.197
11,1458287.38,61.13,3.332,221.245968,7.197
11,1366053.69,64.2,3.297,221.4117517,7.197
11,1315091.63,66.17,3.308,221.6432852,7.197
11,1848953.48,70.03,3.236,221.9011185,7.197
11,1399322.44,56.89,3.172,222.1589519,7.197
11,1646655.94,50.63,3.158,222.4167852,7.197
11,1783910.06,59.69,3.159,222.6426418,7.197
11,2213518.5,54.29,3.112,222.8258628,7.197
11,1352084.21,48.86,3.129,223.0090839,7.197
11,1283885.55,54.44,3.157,223.1923049,6.833
11,1264736.59,53.1,3.261,223.3755259,6.833
11,1207303.29,56.43,3.268,223.4700552,6.833
11,1162675.85,58.36,3.29,223.5645845,6.833
11,1376732.18,60.24,3.36,223.6591137,6.833
11,1574287.76,52.23,3.409,223.753643,6.833
11,1569607.94,52.77,3.51,223.9170153,6.833
11,1379473.03,61.11,3.555,224.1320199,6.833
11,1438383.44,62.61,3.63,224.3470245,6.833
11,1413382.76,61.44,3.669,224.5620291,6.833
11,1441884.28,64.21,3.734,224.7166953,6.833
11,1300593.61,67.16,3.787,224.7909104,6.833
11,1300104.03,70.23,3.845,224.8651254,6.833
11,1596325.01,74.19,3.891,224.9393405,6.664
11,1472752.01,72.74,3.891,225.0135556,6.664
11,1315356.99,71.97,3.877,225.0689541,6.664
11,1236238.29,73.4,3.814,225.1243526,6.664
11,1370251.22,79.07,3.749,225.1797511,6.664
11,1300147.07,75.13,3.688,225.2351496,6.664
11,1352442.31,72.53,3.63,225.2512024,6.664
11,1297335.87,78.44,3.561,225.2515168,6.664
11,1361595.33,81.67,3.501,225.2518313,6.664
11,1414343.53,82.1,3.452,225.2521458,6.664
11,1417875.42,84.97,3.393,225.2644795,6.664
11,1355680.3,83.26,3.346,225.3068615,6.664
11,1297028.6,87.86,3.286,225.3492435,6.664
11,1461129.94,83.44,3.227,225.3916254,6.334
11,1320239.51,82.46,3.256,225.4340074,6.334
11,1344483.81,82.41,3.311,225.4438827,6.334
11,1272395.02,85.43,3.407,225.4537579,6.334
11,1399341.07,86.94,3.417,225.4636332,6.334
11,1388973.65,86.21,3.494,225.4735085,6.334
11,1421307.2,87.73,3.571,225.5558664,6.334
11,1409515.73,83.17,3.62,225.6925864,6.334
11,1372872.35,86.49,3.638,225.8293063,6.334
11,1304584.4,85.17,3.73,225.9660263,6.334
11,1267675.05,79.61,3.717,226.1122067,6.334
11,1326132.98,73.64,3.721,226.3151496,6.334
11,1227430.73,77.67,3.666,226.5180926,6.334
11,1422794.26,73.37,3.617,226.7210356,6.034
11,1311965.09,69.94,3.601,226.9239785,6.034
11,1232073.18,73.77,3.594,226.9688442,6.034
11,1200729.45,74.26,3.506,226.9873637,6.034
12,1014898.78,89.13,3.765,130.7196333,10.926
12,960312.75,95.61,3.723,130.683,10.926
12,941550.34,85.53,3.726,130.7012903,10.926
12,916967.92,93.47,3.769,130.7195806,10.926
12,958667.23,88.16,3.76,130.737871,10.926
12,984689.9,95.91,3.811,130.7561613,10.926
12,1005003.12,94.87,4.002,130.7909677,10.926
12,1048101.39,85.32,4.055,130.8381613,10.926
12,1061943.49,89.78,4.093,130.8853548,10.926
12,955146.04,88.52,4.124,130.9325484,10.926
12,885892.37,83.64,4.133,130.9776667,10.926
12,922735.37,82.97,4.125,131.0103333,10.926
12,880415.67,81.22,3.966,131.043,10.926
12,979825.92,81.61,3.966,131.0756667,10.199
12,934917.47,71.74,4.468,131.1083333,10.199
12,960945.43,68.66,4.449,131.1499677,10.199
12,974697.6,65.95,4.301,131.1930968,10.199
13,1967220.53,31.53,2.666,126.4420645,8.316
13,2030933.46,33.16,2.671,126.4962581,8.316
13,1970274.64,35.7,2.654,126.5262857,8.316
13,1817850.32,29.98,2.667,126.5522857,8.316
13,1939980.43,40.65,2.681,126.5782857,8.316
13,1840686.94,37.62,2.733,126.6042857,8.316
13,1879794.89,42.49,2.782,126.6066452,8.316
13,1882095.98,41.48,2.819,126.6050645,8.316
13,2142482.14,42.15,2.842,126.6034839,8.107
13,1898321.33,38.97,2.877,126.6019032,8.107
13,1819660.44,50.39,2.915,126.5621,8.107
13,1909330.77,55.66,2.936,126.4713333,8.107
13,1785823.37,48.33,2.941,126.3805667,8.107
13,2005478.46,44.42,2.948,126.2898,8.107
13,1890273.44,50.15,2.962,126.2085484,8.107
13,1853657.6,57.71,2.95,126.1843871,8.107
13,1877358.86,53.11,2.908,126.1602258,8.107
13,2022705.22,59.85,2.871,126.1360645,8.107
13,2037880.96,65.24,2.841,126.1119032,8.107
13,2003435.31,58.41,2.819,126.114,8.107
13,1970340.25,71.83,2.82,126.1266,8.107
13,2018314.71,78.82,2.814,126.1392,7.951
13,1870843.9,71.33,2.802,126.1518,7.951
13,1932231.05,77.79,2.791,126.1498065,7.951
13,1907351.2,82.27,2.797,126.1283548,7.951
13,1817887.23,78.94,2.797,126.1069032,7.951
13,1969121.45,81.24,2.802,126.0854516,7.951
13,1877592.55,74.93,2.837,126.064,7.951
13,1997397.63,76.34,2.85,126.0766452,7.951
13,1908278.27,75.31,2.854,126.0892903,7.951
13,1911852.58,65.71,2.868,126.1019355,7.951
13,1772143.94,65.74,2.87,126.1145806,7.951
13,1790279.74,66.84,2.875,126.1454667,7.951
13,1705655.09,68.22,2.872,126.1900333,7.951
13,1765584.48,68.74,2.853,126.2346,7.795
13,1871924.07,63.03,2.841,126.2791667,7.795
13,1851431.06,54.12,2.845,126.3266774,7.795
13,1796949.59,56.89,2.849,126.3815484,7.795
13,1887895.07,45.12,2.841,126.4364194,7.795
13,1854967.66,49.96,2.831,126.4912903,7.795
13,1939964.63,42.55,2.831,126.5461613,7.795
13,1925393.91,42.0,2.842,126.6072,7.795
13,2083379.89,25.8,2.812,126.7313333,7.795
13,2461468.35,36.78,2.817,126.7934,7.795
13,1675292.0,26.79,2.868,127.0876774,7.795
13,1744544.39,16.94,2.891,127.1917742,7.47
13,1682316.31,20.6,2.903,127.3009355,7.47
13,1770177.37,34.8,2.934,127.4404839,7.47
13,1633663.12,31.64,2.96,127.5800323,7.47
13,1848186.58,23.35,2.974,127.7195806,7.47
13,1944438.9,30.83,3.034,127.859129,7.47
13,2003480.59,40.85,3.062,127.99525,7.47
13,1831933.95,33.17,3.12,128.13,7.47
13,1894960.68,34.23,3.23,128.26475,7.47
13,1852432.58,41.28,3.346,128.3995,7.47
13,1852443.78,44.69,3.407,128.5121935,7.47
13,1807545.43,42.38,3.435,128.6160645,7.47
13,1864238.64,42.49,3.487,128.7199355,7.193
13,1887465.04,42.75,3.547,128.8238065,7.193
13,1950994.04,41.72,3.616,128.9107333,7.193
13,2124316.34,47.55,3.655,128.9553,7.193
13,1895583.12,43.85,3.683,128.9998667,7.193
13,1986380.4,47.75,3.744,129.0444333,7.193
13,1958823.56,52.4,3.77,129.089,7.193
13,1860923.55,52.12,3.802,129.0756774,7.193
13,1866369.93,54.62,3.778,129.0623548,7.193
13,1935593.87,52.76,3.752,129.0490323,7.193
13,1997816.98,61.39,3.732,129.0357097,7.193
13,2086433.49,63.35,3.704,129.0432,7.193
13,2009163.08,66.38,3.668,129.0663,7.193
13,2048035.74,74.29,3.613,129.0894,6.877
13,2021699.38,77.3,3.563,129.1125,6.877
13,1956813.31,75.59,3.553,129.1338387,6.877
13,1987089.36,78.5,3.563,129.1507742,6.877
13,1880785.69,77.62,3.574,129.1677097,6.877
13,2076231.8,75.56,3.595,129.1846452,6.877
13,1970341.38,75.95,3.606,129.2015806,6.877
13,2090340.98,76.68,3.578,129.2405806,6.877
13,2035244.54,81.53,3.57,129.2832581,6.877
13,1953628.82,77.0,3.58,129.3259355,6.877
13,1872921.31,70.19,3.619,129.3686129,6.877
13,1923223.82,67.54,3.641,129.4306,6.877
13,1847430.96,63.6,3.648,129.5183333,6.877
13,1835662.69,68.28,3.623,129.6060667,6.877
13,2067232.56,60.62,3.592,129.6938,6.392
13,1929659.07,51.74,3.567,129.7706452,6.392
13,1973544.27,54.66,3.579,129.7821613,6.392
13,1948733.81,47.41,3.567,129.7936774,6.392
13,2036317.54,43.51,3.538,129.8051935,6.392
13,2111592.09,33.8,3.513,129.8167097,6.392
13,2016323.51,40.65,3.489,129.8268333,6.392
13,2051315.66,33.94,3.389,129.8459667,6.392
13,2462779.06,24.82,3.341,129.8555333,6.392
13,1969056.91,31.53,3.119,130.0710323,6.392
13,1865752.78,33.8,3.08,130.1575161,6.104
13,1794962.64,25.61,3.056,130.244,6.104
13,1811606.21,32.71,3.047,130.2792258,6.104
13,1733983.09,34.32,3.058,130.3144516,6.104
13,1927780.74,31.39,3.077,130.3496774,6.104
13,2069284.57,33.73,3.116,130.3849032,6.104
13,2214477.06,36.57,3.119,130.4546207,6.104
13,1929768.03,35.38,3.145,130.5502069,6.104
13,1969742.76,32.36,3.242,130.6457931,6.104
13,1986445.65,38.24,3.38,130.7413793,6.104
13,2025582.62,52.5,3.529,130.8261935,6.104
13,1904421.74,47.83,3.671,130.8966452,6.104
13,1948982.7,53.2,3.734,130.9670968,6.104
13,2271614.76,48.85,3.793,131.0375484,5.965
13,2057637.86,51.7,3.833,131.108,5.965
13,1955689.12,50.24,3.845,131.1173333,5.965
13,1970121.65,64.8,3.842,131.1266667,5.965
13,1995994.51,54.41,3.831,131.136,5.965
13,2080764.17,56.47,3.809,131.1453333,5.965
13,2131900.55,65.17,3.808,131.0983226,5.965
13,2043349.41,62.39,3.801,131.0287742,5.965
13,2035431.39,61.11,3.788,130.9592258,5.965
13,2182437.9,68.4,3.776,130.8896774,5.965
13,2152229.11,65.97,3.756,130.8295333,5.965
13,2094373.0,72.89,3.737,130.7929,5.965
13,2037663.71,82.0,3.681,130.7562667,5.965
13,2184980.35,79.23,3.63,130.7196333,5.765
13,2002750.99,83.68,3.595,130.683,5.765
13,2053089.32,75.69,3.556,130.7012903,5.765
13,1914430.53,80.42,3.537,130.7195806,5.765
13,2044148.23,81.99,3.512,130.737871,5.765
13,2041019.92,81.69,3.509,130.7561613,5.765
13,2095769.18,79.4,3.545,130.7909677,5.765
13,2059458.25,77.37,3.582,130.8381613,5.765
13,2073855.42,79.18,3.624,130.8853548,5.765
13,2165796.31,70.65,3.689,130.9325484,5.765
13,1919917.03,68.55,3.749,130.9776667,5.765
13,1938379.66,67.96,3.821,131.0103333,5.765
13,1927664.11,64.8,3.821,131.043,5.765
13,2041918.74,61.79,3.815,131.0756667,5.621
13,1999079.44,55.1,3.797,131.1083333,5.621
13,2018010.15,52.06,3.781,131.1499677,5.621
13,2035189.66,46.97,3.755,131.1930968,5.621
14,2623469.95,27.31,2.784,181.8711898,8.992
14,1704218.84,27.73,2.773,181.982317,8.992
14,2204556.7,31.27,2.745,182.0347816,8.992
14,2095591.63,34.89,2.754,182.0774691,8.992
14,2237544.75,37.13,2.777,182.1201566,8.992
14,2156035.06,45.8,2.818,182.1628441,8.992
14,2066219.3,48.79,2.844,182.0779857,8.992
14,2050396.27,54.36,2.854,181.9718697,8.992
14,2495630.51,47.74,2.85,181.8657537,8.899
14,2258781.28,65.45,2.869,181.7596377,8.899
14,2121788.61,54.28,2.899,181.6924769,8.899
14,2138144.91,53.47,2.902,181.6772564,8.899
14,2082355.12,53.15,2.921,181.6620359,8.899
14,2370116.52,70.75,2.966,181.6468154,8.899
14,2129771.13,54.26,2.982,181.6612792,8.899
14,2108187.1,62.62,2.958,181.8538486,8.899
14,2227152.16,69.27,2.899,182.0464181,8.899
14,2363601.47,75.93,2.847,182.2389876,8.899
14,2249570.04,69.71,2.809,182.4315571,8.899
14,2248645.59,72.62,2.78,182.4424199,8.899
14,2246179.91,79.32,2.808,182.3806,8.899
14,2334788.42,76.61,2.815,182.3187801,8.743
14,2236209.13,82.45,2.793,182.2569603,8.743
14,2130287.27,77.84,2.783,182.2604411,8.743
14,2044155.39,81.46,2.771,182.3509895,8.743
14,2054843.28,79.78,2.781,182.4415378,8.743
14,2219813.5,77.17,2.784,182.5320862,8.743
14,2052984.81,78.44,2.805,182.6226346,8.743
14,2057138.31,76.01,2.779,182.6165205,8.743
14,2020332.07,71.36,2.755,182.6104063,8.743
14,2182563.66,78.37,2.715,182.6042922,8.743
14,2191767.76,70.87,2.699,182.598178,8.743
14,1953539.85,66.55,2.706,182.622509,8.743
14,1879891.13,68.59,2.713,182.6696737,8.743
14,1855703.66,70.58,2.707,182.7168385,8.724
14,2091663.2,56.49,2.764,182.7640032,8.724
14,1932162.63,58.61,2.868,182.8106203,8.724
14,1936621.09,53.15,2.917,182.8558685,8.724
14,1984768.34,61.3,2.921,182.9011166,8.724
14,2078417.47,45.65,2.917,182.9463648,8.724
14,2092189.06,46.14,2.931,182.9916129,8.724
14,1968462.58,50.02,3.0,182.8989385,8.724
14,2258489.63,40.93,3.046,182.6676154,8.724
14,2600519.26,30.54,3.109,182.5519538,8.724
14,1623716.46,29.67,3.179,182.5714479,8.724
14,1864746.1,34.32,3.193,182.5983058,8.549
14,1699095.9,24.78,3.205,182.6585782,8.549
14,1743188.87,30.55,3.229,182.9193368,8.549
14,1613718.38,24.05,3.237,183.1800955,8.549
14,1995891.87,28.73,3.231,183.4408542,8.549
14,1980405.03,30.3,3.239,183.7016129,8.549
14,2019031.67,40.7,3.245,183.9371353,8.549
14,1875708.88,35.78,3.274,184.1625632,8.549
14,2041215.61,38.65,3.433,184.3879911,8.549
14,1931104.67,45.01,3.582,184.613419,8.549
14,1932491.42,46.66,3.631,184.809719,8.549
14,1879451.23,41.76,3.625,184.9943679,8.549
14,1869110.55,37.27,3.638,185.1790167,8.521
14,2037798.88,48.71,3.72,185.3636656,8.521
14,1974960.86,53.69,3.821,185.5339821,8.521
14,2256461.39,53.04,3.892,185.6684673,8.521
14,1930617.64,66.18,3.962,185.8029526,8.521
14,2095599.93,58.21,4.046,185.9374378,8.521
14,2004330.3,60.38,4.066,186.0719231,8.521
14,1959967.8,62.28,4.062,185.9661154,8.521
14,2080694.24,69.7,3.985,185.8603077,8.521
14,2079899.47,76.38,3.922,185.7545,8.521
14,2132446.0,73.88,3.881,185.6486923,8.521
14,2082083.34,69.32,3.842,185.6719333,8.521
14,2069523.52,74.85,3.804,185.7919609,8.521
14,2074668.19,74.04,3.748,185.9119885,8.625
14,2063401.06,77.49,3.711,186.032016,8.625
14,1953544.76,78.47,3.76,186.1399808,8.625
14,1882070.88,82.33,3.811,186.2177885,8.625
14,1871021.01,81.31,3.829,186.2955962,8.625
14,2066020.69,78.22,3.842,186.3734038,8.625
14,1928773.82,77.0,3.812,186.4512115,8.625
14,1896873.99,72.98,3.747,186.5093071,8.625
14,2273470.62,72.55,3.704,186.5641172,8.625
14,1750891.47,70.63,3.703,186.6189274,8.625
14,2202742.9,71.48,3.738,186.6737376,8.625
14,1864637.89,69.17,3.742,186.8024,8.625
14,1871555.64,63.75,3.711,187.0295321,8.625
14,1809989.29,70.66,3.645,187.2566641,8.625
14,2078796.76,55.82,3.583,187.4837962,8.523
14,1890870.75,63.82,3.541,187.6917481,8.523
14,2009004.59,59.6,3.57,187.7846197,8.523
14,2056846.12,51.78,3.569,187.8774913,8.523
14,2174056.71,43.92,3.551,187.9703629,8.523
14,2081534.65,47.65,3.53,188.0632345,8.523
14,1969360.72,51.34,3.53,188.1983654,8.523
14,2685351.81,48.71,3.492,188.3504,8.523
14,2143080.57,50.19,3.452,188.5024346,8.523
14,2470581.29,46.57,3.415,188.6544692,8.523
14,2594363.09,39.93,3.413,188.7979349,8.523
14,1914148.89,37.79,3.389,189.0620155,8.523
14,1859144.96,35.88,3.422,189.1940558,8.424
14,1696248.27,41.18,3.513,189.3260962,8.424
14,1789113.32,31.85,3.533,189.4214733,8.424
14,1595362.27,37.93,3.567,189.5168505,8.424
14,1877410.36,42.96,3.617,189.6122277,8.424
14,2077256.24,37.0,3.64,189.7076048,8.424
14,2020550.99,36.85,3.695,189.8424834,8.424
14,1875040.16,42.86,3.739,190.0069881,8.424
14,1926004.99,41.55,3.816,190.1714927,8.424
14,2020839.31,45.52,3.848,190.3359973,8.424
14,1941040.5,50.56,3.862,190.4618964,8.424
14,1893447.71,59.45,3.9,190.5363213,8.424
14,1905033.01,50.04,3.953,190.6107463,8.424
14,2376022.26,49.73,3.996,190.6851712,8.567
14,1912909.69,51.83,4.044,190.7595962,8.567
14,1875686.44,63.13,4.027,190.8138013,8.567
14,1784029.95,53.2,4.004,190.8680064,8.567
14,1949354.29,55.21,3.951,190.9222115,8.567
14,1987531.05,61.24,3.889,190.9764167,8.567
14,1932233.17,66.3,3.848,190.9964479,8.567
14,2030869.61,67.21,3.798,191.0028096,8.567
14,2049485.49,74.48,3.742,191.0091712,8.567
14,2099615.88,64.3,3.689,191.0155329,8.567
14,1905733.68,71.93,3.62,191.0299731,8.567
14,1660228.88,74.22,3.564,191.0646096,8.567
14,1591835.02,75.22,3.506,191.0992462,8.567
14,1862128.95,82.99,3.475,191.1338827,8.684
14,1544422.35,79.97,3.523,191.1685192,8.684
14,1553250.16,78.89,3.567,191.1670428,8.684
14,1479514.66,77.2,3.647,191.1655664,8.684
14,1656886.46,76.58,3.654,191.16409,8.684
14,1648570.03,78.65,3.722,191.1626135,8.684
14,1660433.3,75.71,3.807,191.2284919,8.684
14,1621841.33,72.62,3.834,191.3448865,8.684
14,1613342.19,75.09,3.867,191.461281,8.684
14,1904512.34,75.7,3.911,191.5776756,8.684
14,1554794.22,67.87,3.948,191.69985,8.684
14,1565352.46,65.32,4.038,191.8567038,8.684
14,1522512.2,64.88,3.997,192.0135577,8.684
14,1687592.16,64.89,3.985,192.1704115,8.667
14,1639585.61,54.47,4.0,192.3272654,8.667
14,1590274.72,56.47,3.969,192.3308542,8.667
14,1704357.62,58.85,3.882,192.3088989,8.667
15,652122.44,19.83,2.954,131.5279032,8.35
15,682447.1,22.0,2.94,131.5866129,8.35
15,660838.75,27.54,2.909,131.637,8.35
15,564883.2,29.87,2.91,131.686,8.35
15,605325.43,31.79,2.919,131.735,8.35
15,604173.59,41.39,2.938,131.784,8.35
15,593710.67,44.69,2.96,131.8242903,8.35
15,592111.49,39.53,2.963,131.863129,8.35
15,718470.71,45.27,2.957,131.9019677,8.185
15,634605.77,57.77,2.992,131.9408065,8.185
15,641208.65,49.63,3.01,131.9809,8.185
15,643097.6,46.54,3.021,132.0226667,8.185
15,570791.11,49.09,3.042,132.0644333,8.185
15,661348.88,63.16,3.095,132.1062,8.185
15,594385.2,47.13,3.112,132.152129,8.185
15,616598.1,59.09,3.096,132.2230323,8.185
15,744772.88,70.61,3.046,132.2939355,8.185
15,693192.5,69.99,3.006,132.3648387,8.185
15,619337.29,61.04,2.972,132.4357419,8.185
15,652329.53,65.83,2.942,132.4733333,8.185
15,672194.03,72.79,2.958,132.4976,8.185
15,709337.11,66.13,2.958,132.5218667,8.099
15,691497.62,77.33,2.94,132.5461333,8.099
15,633203.69,72.83,2.933,132.5667742,8.099
15,598553.43,73.2,2.924,132.5825806,8.099
15,619224.06,72.04,2.932,132.5983871,8.099
15,639651.24,72.7,2.942,132.6141935,8.099
15,622437.08,72.17,2.923,132.63,8.099
15,637090.44,71.1,2.913,132.6616129,8.099
15,649791.15,65.07,2.885,132.6932258,8.099
15,638647.21,73.17,2.86,132.7248387,8.099
15,641965.2,62.36,2.837,132.7564516,8.099
15,583210.87,57.94,2.846,132.7670667,8.099
15,548542.47,62.53,2.837,132.7619333,8.099
15,566945.95,59.69,2.84,132.7568,8.067
15,591603.79,52.19,2.903,132.7516667,8.067
15,577011.26,49.96,2.999,132.7633548,8.067
15,600395.73,47.1,3.049,132.8170968,8.067
15,598301.5,55.09,3.055,132.8708387,8.067
15,612987.64,40.29,3.049,132.9245806,8.067
15,619639.74,39.63,3.065,132.9783226,8.067
15,608200.81,44.1,3.138,132.9172,8.067
15,1120018.92,40.71,3.186,132.8369333,8.067
15,754134.95,36.0,3.2,132.7566667,8.067
15,847294.04,23.97,3.255,132.6764,8.067
15,983825.15,25.3,3.301,132.6804516,8.067
15,1368318.17,25.07,3.309,132.7477419,8.067
15,543754.17,26.54,3.336,132.8150323,8.067
15,509640.77,30.53,3.351,132.8823226,7.771
15,479424.2,19.53,3.367,132.9510645,7.771
15,487311.03,21.84,3.391,133.0285161,7.771
15,481119.6,19.61,3.402,133.1059677,7.771
15,556550.85,20.69,3.4,133.1834194,7.771
15,582864.35,21.64,3.416,133.260871,7.771
15,649993.5,33.06,3.42,133.3701429,7.771
15,547564.09,20.87,3.452,133.4921429,7.771
15,573374.49,28.16,3.605,133.6141429,7.771
15,537035.28,34.27,3.752,133.7361429,7.771
15,551553.99,40.23,3.796,133.8492258,7.771
15,527389.28,32.63,3.789,133.9587419,7.771
15,542556.05,30.34,3.811,134.0682581,7.658
15,587370.81,40.94,3.895,134.1777742,7.658
15,607691.36,48.63,3.981,134.2784667,7.658
15,655318.26,41.37,4.061,134.3571,7.658
